Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
398051,21,22,1912,2665,640,0,91.04761905,139.679088,976,0,121.1363636,258.6415603,11498.52657,108.0263584,9477.404762,23351.54209,113882,4,397406,19870.3,34514.52182,113882,284,398044,18954.47619,38484.56483,151911,17,0,680,712,52.75705877,55.26929966,0,976,104.0227273,205.4948071,42228.11575,0,0,0,1,0,0,0,1,106.4418605,91.04761905,121.1363636,21,1912,22,2665,26883,230,16,0.0,0.0,0,0,0.0,0.0,0,0,2
41,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,48780.4878,41.0,0.0,41,41,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,20,20,24390.2439,24390.2439,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,1,0.0,0.0,0.0,1,0,1,0,176,258,0,0.0,0.0,0,0,0.0,0.0,0,0,0
367,1,1,42,58,42,42,42.0,0.0,58,58,58.0,0.0,272479.564,5449.591281,367.0,0.0,367,367,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,8,8,2724.79564,2724.79564,42,58,47.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,1,71.0,42.0,58.0,1,42,1,58,-1,-1,0,0.0,0.0,0,0,0.0,0.0,0,0,0
143,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,13986.01399,143.0,0.0,143,143,143,143.0,0.0,143,143,0,0.0,0.0,0,0,0,40,0,13986.01399,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,2,0,0,0,4413,-1,0,0.0,0.0,0,0,0.0,0.0,0,0,0
332,3,0,77,0,46,0,25.66666667,23.45918441,0,0,0.0,0.0,231927.7108,9036.144578,166.0,207.8893937,313,19,332,166.0,207.8893937,313,19,0,0.0,0.0,0,0,1,60,0,9036.144578,0.0,0,46,30.75,21.68524844,470.25,0,1,0,0,1,0,0,0,41.0,25.66666667,0.0,3,77,0,0,258,-1,1,0.0,0.0,0,0,0.0,0.0,0,0,0
2,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1000000.0,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,40,20,500000.0,500000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,1,0,1,0,26883,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1
361745,24,20,1928,2665,640,0,80.33333333,133.9586785,976,0,133.25,268.7712537,12696.78917,121.6326418,8412.674419,19452.33074,95531,5,361689,15725.6087,25588.13113,95531,220,361736,19038.73684,38147.15487,133001,12,0,776,648,66.34507733,55.28756444,0,976,102.0666667,203.7409675,41510.38182,0,0,0,1,0,0,0,0,104.3863636,80.33333333,133.25,24,1928,20,2665,26883,230,16,0.0,0.0,0,0,0.0,0.0,0,0,2
1330970,9,7,1138,1581,677,0,126.4444444,218.2504932,1173,0,225.8571429,430.0986044,2042.870989,12.02130777,88731.33333,249874.7977,987065,74,1330970,166371.25,360502.1963,1055910,307,1289042,214840.3333,378748.6962,987065,44168,0,188,148,6.76198562,5.259322149,0,1173,159.9411765,311.9564214,97316.80882,0,0,0,1,0,0,0,0,169.9375,126.4444444,225.8571429,9,1138,7,1581,8192,62862,5,0.0,0.0,0,0,0.0,0.0,0,0,0
6,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,333333.3333,6.0,0.0,6,6,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,32,32,166666.6667,166666.6667,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,1,0.0,0.0,0.0,1,0,1,0,241,230,0,0.0,0.0,0,0,0.0,0.0,0,0,2
323,3,0,77,0,46,0,25.66666667,23.45918441,0,0,0.0,0.0,238390.0929,9287.925697,161.5,197.282792,301,22,323,161.5,197.282792,301,22,0,0.0,0.0,0,0,1,60,0,9287.925697,0.0,0,46,30.75,21.68524844,470.25,0,1,0,0,1,0,0,0,41.0,25.66666667,0.0,3,77,0,0,258,-1,1,0.0,0.0,0,0,0.0,0.0,0,0,0
76,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,26315.78947,76.0,0.0,76,76,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,20,20,13157.89474,13157.89474,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,1,0.0,0.0,0.0,1,0,1,0,251,255,0,0.0,0.0,0,0,0.0,0.0,0,0,0
4250054,9,12,1213,2186,661,0,134.7777778,209.0799953,1173,0,182.1666667,335.8613982,799.7545443,4.941113689,212502.7,270903.0454,940004,3,4250054,531256.75,474359.024,1182891,3,4073450,370313.6364,288048.342,940004,94866,0,192,264,2.117620153,2.823493537,0,1173,154.5,278.3543049,77481.11905,0,0,1,1,0,0,1,1,161.8571429,134.7777778,182.1666667,9,1213,12,2186,8192,62872,6,0.0,0.0,0,0,0.0,0.0,0,0,0
1,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,40,20,1000000.0,1000000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,1,0,1,0,26883,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1
536,3,0,77,0,46,0,25.66666667,23.45918441,0,0,0.0,0.0,143656.7164,5597.014925,268.0,356.3818177,520,16,536,268.0,356.3818177,520,16,0,0.0,0.0,0,0,1,60,0,5597.014925,0.0,0,46,30.75,21.68524844,470.25,0,1,0,0,1,0,0,0,41.0,25.66666667,0.0,3,77,0,0,256,-1,1,0.0,0.0,0,0,0.0,0.0,0,0,0
5580341,4,4,97,232,97,0,24.25,48.5,232,0,58.0,116.0,58.95697055,1.433604147,797191.5714,2081903.392,5518223,62,62118,20706.0,35494.99227,61692,140,5580117,1860039.0,3221084.495,5579427,289,0,92,92,0.716802074,0.716802074,0,232,36.55555556,80.00486096,6400.777778,0,0,0,1,0,0,0,1,41.125,24.25,58.0,4,97,4,232,8192,141,1,0.0,0.0,0,0,0.0,0.0,0,0,0
2,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1000000.0,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,40,20,500000.0,500000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,1,0,1,0,26883,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1
6137739,4,4,97,232,97,0,24.25,48.5,232,0,58.0,116.0,53.60280064,1.303411566,876819.8571,2292600.559,6075692,44,62047,20682.33333,35518.90148,61696,134,6137566,2045855.333,3543058.595,6137027,207,0,92,92,0.651705783,0.651705783,0,232,36.55555556,80.00486096,6400.777778,0,0,0,1,0,0,0,1,41.125,24.25,58.0,4,97,4,232,8192,141,1,0.0,0.0,0,0,0.0,0.0,0,0,0
123065,2,2,68,484,34,34,34.0,0.0,242,242,242.0,0.0,4485.434526,32.50314874,41021.66667,54072.28209,102442,592,122473,122473.0,0.0,122473,122473,103034,103034.0,0.0,103034,103034,0,16,16,16.25157437,16.25157437,34,242,117.2,113.926292,12979.2,0,0,0,0,0,0,0,1,146.5,34.0,242.0,2,68,2,484,-1,-1,1,0.0,0.0,0,0,0.0,0.0,0,0,0
1562,1,1,34,91,34,34,34.0,0.0,91,91,91.0,0.0,80025.60819,1280.409731,1562.0,0.0,1562,1562,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,8,8,640.2048656,640.2048656,34,91,53.0,32.90896534,1083.0,0,0,0,0,0,0,0,1,79.5,34.0,91.0,1,34,1,91,-1,-1,0,0.0,0.0,0,0,0.0,0.0,0,0,0
2,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1000000.0,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,40,20,500000.0,500000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,1,0,1,0,26883,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1
1245,1,1,31,47,31,31,31.0,0.0,47,47,47.0,0.0,62650.60241,1606.425703,1245.0,0.0,1245,1245,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,8,8,803.2128514,803.2128514,31,47,36.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,1,54.5,31.0,47.0,1,31,1,47,-1,-1,0,0.0,0.0,0,0,0.0,0.0,0,0,0
915,3,4,148,242,148,0,49.33333333,85.44783984,242,0,60.5,121.0,426229.5082,7650.273224,152.5,98.37631829,294,29,503,251.5,136.4716088,348,155,621,207.0,179.0083797,387,29,0,72,92,3278.688525,4371.584699,0,242,48.75,93.6982238,8779.357143,0,0,0,1,0,0,0,1,55.71428571,49.33333333,60.5,3,148,4,242,8192,149,1,0.0,0.0,0,0,0.0,0.0,0,0,0
5,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,400000.0,5.0,0.0,5,5,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,32,32,200000.0,200000.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,1,0.0,0.0,0.0,1,0,1,0,241,230,0,0.0,0.0,0,0,0.0,0.0,0,0,2
6290304,10,11,795,3504,476,0,79.5,155.0979977,1432,0,318.5454545,516.2709296,683.432788,3.3384714,314515.2,1326758.09,5947413,1,6290304,698922.6667,1969490.098,5947493,492,6278777,627877.7,1891586.647,6007212,1,0,212,232,1.589748286,1.748723114,0,1432,195.4090909,391.6495833,153389.3961,0,0,0,1,0,0,0,1,204.7142857,79.5,318.5454545,10,795,11,3504,8192,66,3,342811.0,0.0,342811,342811,5947413.0,0.0,5947413,5947413,0
2150821,8,7,1148,1581,677,0,143.5,228.1296624,1173,0,225.8571429,430.0986044,1268.817814,6.97408106,153630.0714,247594.839,953483,4,2150821,307260.1429,398534.6565,1196514,4,1963264,327210.6667,307504.4877,953483,189420,0,172,152,3.719509899,3.254571161,0,1173,170.5625,319.4332416,102037.5958,0,0,0,1,0,0,0,0,181.9333333,143.5,225.8571429,8,1148,7,1581,8192,62852,5,0.0,0.0,0,0,0.0,0.0,0,0,0
6,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,333333.3333,6.0,0.0,6,6,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,32,32,166666.6667,166666.6667,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,1,0.0,0.0,0.0,1,0,1,0,241,230,0,0.0,0.0,0,0,0.0,0.0,0,0,2
2,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1000000.0,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,40,20,500000.0,500000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,1,0,1,0,26883,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1
1507,1,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1990.71002,753.5,1064.195706,1506,1,0,0.0,0.0,0,0,1,1.0,0.0,1,1,0,20,40,663.5700066,1327.140013,0,0,0.0,0.0,0.0,1,0,0,0,1,0,0,2,0.0,0.0,0.0,1,0,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0
85,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,23529.41176,85.0,0.0,85,85,85,85.0,0.0,85,85,0,0.0,0.0,0,0,0,40,0,23529.41176,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,2,0,0,0,278,-1,0,0.0,0.0,0,0,0.0,0.0,0,0,0
130030,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,30.76213182,43343.33333,74676.38942,129572,68,130030,65015.0,91393.55147,129640,390,0,0.0,0.0,0,0,0,68,28,23.07159886,7.690532954,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,3,0,1,0,8192,8192,0,0.0,0.0,0,0,0.0,0.0,0,0,0
1682,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1189.060642,1682.0,0.0,1682,1682,1682,1682.0,0.0,1682,1682,0,0.0,0.0,0,0,0,40,0,1189.060642,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,2,0,0,0,13431,-1,0,0.0,0.0,0,0,0.0,0.0,0,0,0
63263,3,4,437,860,437,0,145.6666667,252.3020676,860,0,215.0,430.0,20501.71506,110.6491946,10543.83333,11563.12977,23209,33,39337,19668.5,4939.140867,23161,16176,40135,13378.33333,22551.91305,39418,157,0,72,92,47.42108341,63.22811122,0,860,162.125,320.7787121,102898.9821,0,0,0,1,0,0,0,1,185.2857143,145.6666667,215.0,3,437,4,860,8192,31,1,0.0,0.0,0,0,0.0,0.0,0,0,0
216938,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,18.43844785,72312.66667,125082.072,216745,73,216938,108469.0,153295.0933,216865,73,0,0.0,0.0,0,0,0,72,32,13.82883589,4.609611963,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,3,0,1,0,8192,8192,0,0.0,0.0,0,0,0.0,0.0,0,0,0
314,1,1,36,52,36,36,36.0,0.0,52,52,52.0,0.0,280254.7771,6369.426752,314.0,0.0,314,314,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,8,8,3184.713376,3184.713376,36,52,41.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,1,62.0,36.0,52.0,1,36,1,52,-1,-1,0,0.0,0.0,0,0,0.0,0.0,0,0,0
2,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1000000.0,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,40,20,500000.0,500000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,1,0,1,0,26883,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1
7,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,285714.2857,7.0,0.0,7,7,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,32,32,142857.1429,142857.1429,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,1,0.0,0.0,0.0,1,0,1,0,241,230,0,0.0,0.0,0,0,0.0,0.0,0,0,2
173,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,11560.69364,173.0,0.0,173,173,173,173.0,0.0,173,173,0,0.0,0.0,0,0,0,40,0,11560.69364,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,2,0,0,0,255,-1,0,0.0,0.0,0,0,0.0,0.0,0,0,0
5248759,4,4,97,232,97,0,24.25,48.5,232,0,58.0,116.0,62.68148338,1.524169809,749822.7143,1956576.449,5186619,37,62140,20713.33333,35597.72651,61818,107,5248581,1749527.0,3029785.545,5248022,252,0,92,92,0.762084904,0.762084904,0,232,36.55555556,80.00486096,6400.777778,0,0,0,1,0,0,0,1,41.125,24.25,58.0,4,97,4,232,8192,141,1,0.0,0.0,0,0,0.0,0.0,0,0,0
370464,24,22,1928,2665,640,0,80.33333333,133.9586785,976,0,121.1363636,258.6415603,12397.96579,124.1686102,8232.533333,17461.97588,77293,4,370413,16104.91304,24463.38091,77293,104,370445,17640.2381,32986.3298,114741,13,0,776,712,64.7836227,59.38498748,0,976,97.72340426,200.3478174,40139.24792,0,0,0,1,0,0,0,0,99.84782609,80.33333333,121.1363636,24,1928,22,2665,26883,230,16,0.0,0.0,0,0,0.0,0.0,0,0,2
5780151,10,10,1213,1874,661,0,121.3,201.6774377,1173,0,187.4,365.3993858,534.0690927,3.460117218,304218.4737,694788.6694,3011414,4,5780151,642239.0,983110.4515,3072884,4,5558324,617591.5556,935476.1663,3011414,76300,0,224,236,1.730058609,1.730058609,0,1173,147.0,283.9234052,80612.5,0,0,1,1,0,0,1,1,154.35,121.3,187.4,10,1213,10,1874,8192,62872,6,0.0,0.0,0,0,0.0,0.0,0,0,0
2,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1000000.0,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,40,20,500000.0,500000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,1,0,1,0,26883,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1
708296,6,5,1453,338,1084,0,242.1666667,417.1380667,145,0,67.6,69.7588704,2528.603861,15.5302303,70829.6,80178.56293,161570,4,645870,129174.0,72208.36784,161680,4,708233,177058.25,31125.38168,223745,161165,0,132,112,8.471034709,7.059195591,0,1084,149.25,301.043073,90626.93182,0,0,0,1,0,0,0,0,162.8181818,242.1666667,67.6,6,1453,5,338,8192,251,4,0.0,0.0,0,0,0.0,0.0,0,0,0
117866255,23,30,892,30368,253,0,38.7826087,75.2969615,1460,0,1012.266667,650.7128152,265.2158584,0.449662204,2266658.75,11421268.87,58955849,1,117866255,5357557.045,17304562.11,58955849,32,117789420,4061704.138,15179913.64,58967845,1,0,472,612,0.195136428,0.254525776,0,1460,578.8888889,687.9441801,473267.195,0,0,0,1,0,0,0,1,589.8113208,38.7826087,1012.266667,23,892,30,30368,8192,127,7,73284.5,6100.210201,77598,68971,58821047.5,190638.1095,58955849,58686246,0
3462,1,1,49,110,49,49,49.0,0.0,110,110,110.0,0.0,45927.20971,577.700751,3462.0,0.0,3462,3462,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,8,8,288.8503755,288.8503755,49,110,69.33333333,35.21836642,1240.333333,0,0,0,0,0,0,0,1,104.0,49.0,110.0,1,49,1,110,-1,-1,0,0.0,0.0,0,0,0.0,0.0,0,0,0
24,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,83333.33333,24.0,0.0,24,24,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,40,20,41666.66667,41666.66667,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,1,0,1,0,26883,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1
375537,25,20,1960,2665,640,0,78.4,132.3832819,976,0,133.25,268.7712537,12315.69725,119.8284057,8534.931818,20166.90421,90043,5,375463,15644.29167,25754.95348,90043,200,375518,19764.10526,33352.78636,97660,12,0,808,648,66.57133651,53.25706921,0,976,100.5434783,202.0391278,40819.80918,0,0,0,1,0,0,0,0,102.7777778,78.4,133.25,25,1960,20,2665,26883,230,16,0.0,0.0,0,0,0.0,0.0,0,0,2
1056,1,1,41,57,41,41,41.0,0.0,57,57,57.0,0.0,92803.0303,1893.939394,1056.0,0.0,1056,1056,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,8,8,946.969697,946.969697,41,57,46.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,1,69.5,41.0,57.0,1,41,1,57,-1,-1,0,0.0,0.0,0,0,0.0,0.0,0,0,0
32,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,62500.0,32.0,0.0,32,32,32,32.0,0.0,32,32,0,0.0,0.0,0,0,0,40,0,62500.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,2,0,0,0,64860,-1,0,0.0,0.0,0,0,0.0,0.0,0,0,0
16463589,11,7,1128,1581,661,0,102.5454545,197.5613138,1173,0,225.8571429,430.0986044,164.544924,1.093321754,968446.4118,2525850.075,10567272,4,16463589,1646358.9,3201247.394,10567272,4,15792902,2632150.333,4236230.54,11106668,319863,0,232,152,0.668141072,0.425180682,0,1173,142.5789474,296.9023999,88151.03509,0,0,0,1,0,0,0,0,150.5,102.5454545,225.8571429,11,1128,7,1581,8192,62872,5,1179856.0,0.0,1179856,1179856,10567272.0,0.0,10567272,10567272,0
390119,21,22,1912,2665,640,0,91.04761905,139.679088,976,0,121.1363636,258.6415603,11732.31757,110.2227782,9288.547619,23593.59704,108604,7,389976,19498.8,31866.41166,108604,399,390105,18576.42857,39956.50387,148837,11,0,680,712,53.82972888,56.3930493,0,976,104.0227273,205.4948071,42228.11575,0,0,0,1,0,0,0,1,106.4418605,91.04761905,121.1363636,21,1912,22,2665,26883,230,16,0.0,0.0,0,0,0.0,0.0,0,0,2
364339,22,20,1944,2665,640,0,88.36363636,137.8690011,976,0,133.25,268.7712537,12650.30645,115.2772555,8886.317073,19428.78359,89286,1,364287,17347.0,26019.38922,89286,337,364333,19175.42105,37018.53018,127682,8,0,712,648,60.38332432,54.8939312,0,976,107.1860465,207.2815265,42965.63123,0,0,0,1,0,0,0,0,109.7380952,88.36363636,133.25,22,1944,20,2665,26883,230,16,0.0,0.0,0,0,0.0,0.0,0,0,2
1,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,40,20,1000000.0,1000000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,1,0,1,0,26883,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1
367136,22,20,1928,2665,640,0,87.63636364,137.780552,976,0,133.25,268.7712537,12510.35039,114.3990238,8954.536585,21983.22773,94335,5,367079,17479.95238,34315.33118,129142,274,367128,19322.52632,36032.21291,132929,12,0,712,648,59.92329818,54.47572562,0,976,106.8139535,207.28704,42967.91694,0,0,0,1,0,0,0,0,109.3571429,87.63636364,133.25,22,1928,20,2665,26883,230,16,0.0,0.0,0,0,0.0,0.0,0,0,2
325715,22,22,1912,2665,640,0,86.90909091,137.6880218,976,0,121.1363636,258.6415603,14052.16217,135.0874231,7574.767442,18359.97157,77087,3,325126,15482.19048,24208.68192,77087,249,325712,15510.09524,33120.0887,113707,16,0,712,712,67.54371153,67.54371153,0,976,101.7111111,203.7371995,41508.84646,0,0,0,1,0,0,0,1,104.0227273,86.90909091,121.1363636,22,1912,22,2665,26883,230,16,0.0,0.0,0,0,0.0,0.0,0,0,2
310910,22,22,1928,2665,640,0,87.63636364,137.780552,976,0,121.1363636,258.6415603,14772.76382,141.520054,7230.465116,16338.16118,67803,3,310869,14803.28571,23900.73206,70825,283,310907,14805.09524,29952.56548,105135,8,0,712,712,70.76002702,70.76002702,0,976,102.0666667,203.7409675,41510.38182,0,0,0,1,0,0,0,1,104.3863636,87.63636364,121.1363636,22,1928,22,2665,26883,230,16,0.0,0.0,0,0,0.0,0.0,0,0,2
2,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1000000.0,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,40,20,500000.0,500000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,1,0,1,0,26883,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1
15942962,11,7,1128,1581,661,0,102.5454545,197.5613138,1173,0,225.8571429,430.0986044,169.9182373,1.129024832,937821.2941,2617455.128,10999817,70,15942962,1594296.2,3340088.572,10999817,70,15371879,2561979.833,4409422.753,11497416,305424,0,232,152,0.68995962,0.439065213,0,1173,142.5789474,296.9023999,88151.03509,0,0,0,1,0,0,0,0,150.5,102.5454545,225.8571429,11,1128,7,1581,8192,62872,5,1128977.0,0.0,1128977,1128977,10999817.0,0.0,10999817,10999817,0
225,1,1,29,61,29,29,29.0,0.0,61,61,61.0,0.0,400000.0,8888.888889,225.0,0.0,225,225,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,8,8,4444.444444,4444.444444,29,61,39.66666667,18.47520861,341.3333333,0,0,0,0,0,0,0,1,59.5,29.0,61.0,1,29,1,61,-1,-1,0,0.0,0.0,0,0,0.0,0.0,0,0,0
35,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,57142.85714,35.0,0.0,35,35,35,35.0,0.0,35,35,0,0.0,0.0,0,0,0,40,0,57142.85714,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,2,0,0,0,259,-1,0,0.0,0.0,0,0,0.0,0.0,0,0,0
362,1,1,47,63,47,47,47.0,0.0,63,63,63.0,0.0,303867.4033,5524.861878,362.0,0.0,362,362,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,8,8,2762.430939,2762.430939,47,63,52.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,1,78.5,47.0,63.0,1,47,1,63,-1,-1,0,0.0,0.0,0,0,0.0,0.0,0,0,0
282,1,1,45,61,45,45,45.0,0.0,61,61,61.0,0.0,375886.5248,7092.198582,282.0,0.0,282,282,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,8,8,3546.099291,3546.099291,45,61,50.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,1,75.5,45.0,61.0,1,45,1,61,-1,-1,0,0.0,0.0,0,0,0.0,0.0,0,0,0
2,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1000000.0,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,40,20,500000.0,500000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,1,0,1,0,26883,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1
20,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,100000.0,20.0,0.0,20,20,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,40,20,50000.0,50000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,1,0,1,0,26883,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1
1,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,40,20,1000000.0,1000000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,1,0,1,0,26883,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1
18,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,111111.1111,18.0,0.0,18,18,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,40,20,55555.55556,55555.55556,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,1,0,1,0,26883,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1
